data,par_moeda,moeda_base,moeda_cotada,bid,ask,high,low,fonte,confiabilidade,retorno_pct,media_movel_3,media_movel_7,media_movel_14,volatilidade_7,range_pct,target_regressao_prox_dia,variacao_futura_pct,classe_recomendacao
2025-11-25,USD-BRL,USD,BRL,5.07406648,5.08196956,5.08705332,5.04438835,awesomeapi,market_api,0.008016827215910238,5.06001413,5.0572975314285715,5.013624292857143,0.006843617664799842,0.00840843732894877,5.07470394,0.012563099094438542,MONITORAR
2025-11-26,USD-BRL,USD,BRL,5.07470394,5.08319552,5.11521997,5.03146449,awesomeapi,market_api,0.0001256309909443143,5.060827499999999,5.065927745714286,5.021296697857143,0.006871990913899089,0.01650450567959631,5.06952099,-0.10213305172636375,MONITORAR
2025-11-27,USD-BRL,USD,BRL,5.06952099,5.0754643,5.11293868,5.04961793,awesomeapi,market_api,-0.0010213305172636078,5.072763803333333,5.066560031428572,5.0280182,0.005811143232774845,0.012490479894432773,5.04296734,-0.5237901184821866,AGUARDAR_QUEDA
2025-11-28,USD-BRL,USD,BRL,5.04296734,5.04821816,5.06016812,5.01402133,awesomeapi,market_api,-0.005237901184821814,5.0623974233333335,5.060125562857143,5.033602852857142,0.005754603212281804,0.009150721567036738,5.09814548,1.0941601695957177,COMPRAR_AGORA
2025-11-29,USD-BRL,USD,BRL,5.09814548,5.10369272,5.11816802,5.05728769,awesomeapi,market_api,0.010941601695957148,5.070211270000001,5.066482877142858,5.0429844007142846,0.0067390293098172575,0.01194166197077605,5.09425304,-0.0763501162387473,MONITORAR
2025-11-30,USD-BRL,USD,BRL,5.09425304,5.09919839,5.11555942,5.07873023,awesomeapi,market_api,-0.0007635011623874366,5.078455286666666,5.069624192857143,5.054465197142858,0.006683194419356179,0.00722955646506335,5.07850779,-0.30907867898136754,AGUARDAR_QUEDA
2025-12-01,USD-BRL,USD,BRL,5.07850779,5.08438989,5.10097367,5.05334794,awesomeapi,market_api,-0.003090786789813671,5.090302103333333,5.076023579999999,5.061993409285714,0.005931873964354505,0.009377898384596165,5.06610031,-0.2443134974495995,MONITORAR
2025-12-02,USD-BRL,USD,BRL,5.06610031,5.07042674,5.10716229,5.01827619,awesomeapi,market_api,-0.0024431349744959974,5.079620380000001,5.074885555714286,5.066091543571429,0.00522814578462854,0.017545270437015852,5.09180889,0.5074629088818785,COMPRAR_AGORA
2025-12-03,USD-BRL,USD,BRL,5.09180889,5.09815785,5.12818471,5.04630146,awesomeapi,market_api,0.005074629088818838,5.078805663333333,5.07732912,5.0716284328571435,0.005602740829587376,0.01608136750002819,5.11042594,0.3656274302942187,COMPRAR_AGORA
2025-12-04,USD-BRL,USD,BRL,5.11042594,5.12063782,5.14572943,5.06382787,awesomeapi,market_api,0.0036562743029422418,5.0894450466666665,5.083172684285714,5.074866357857142,0.005670393315823699,0.016026366678938777,5.13116521,0.4058227287410798,COMPRAR_AGORA
2025-12-05,USD-BRL,USD,BRL,5.13116521,5.14072412,5.17391608,5.10198196,awesomeapi,market_api,0.004058227287410787,5.111133346666667,5.0957723800000005,5.0779489714285715,0.004966482347489228,0.014019061374170777,5.15277757,0.4211978978552471,COMPRAR_AGORA
2025-12-06,USD-BRL,USD,BRL,5.15277757,5.15598121,5.16373466,5.12280074,awesomeapi,market_api,0.004211978978552411,5.1314562399999994,5.103576964285714,5.085029920714286,0.003489699037101952,0.007944049484752068,5.24941278,1.8754003775094163,COMPRAR_AGORA
2025-12-07,USD-BRL,USD,BRL,5.24941278,5.25592978,5.27701891,5.21505359,awesomeapi,market_api,0.018754003775094175,5.177785186666667,5.125742641428571,5.097683417142858,0.007189000397914945,0.011804238416168076,5.23416571,-0.2904528685206582,MONITORAR
2025-12-08,USD-BRL,USD,BRL,5.23416571,5.24111796,5.27966582,5.21914755,awesomeapi,market_api,-0.002904528685206631,5.212118686666667,5.147979487142857,5.112001533571429,0.007157286020907355,0.011562161641993602,5.21425462,-0.3804061832043126,AGUARDAR_QUEDA
2025-12-09,USD-BRL,USD,BRL,5.21425462,5.21862295,5.25776257,5.16845941,awesomeapi,market_api,-0.003804061832043071,5.2326110366666665,5.169144388571428,5.122014972142857,0.007387166425346015,0.017126735556308535,4.92200235,-5.604871478255516,AGUARDAR_QUEDA
2025-12-10,USD-BRL,USD,BRL,4.92200235,4.93180814,4.96621815,4.87711766,awesomeapi,market_api,-0.05604871478255513,5.123474226666667,5.1448863114285714,5.111107715714285,0.023863038562849444,0.018102488309458195,5.21103178,5.872192035828676,COMPRAR_AGORA
2025-12-11,USD-BRL,USD,BRL,5.21103178,5.21609441,5.23819842,5.18943372,awesomeapi,market_api,0.05872192035828672,5.115762916666667,5.159258574285714,5.121215629285714,0.03396825516695367,0.009357974017191573,5.26390429,1.014626512218282,COMPRAR_AGORA
2025-12-12,USD-BRL,USD,BRL,5.26390429,5.27132349,5.31396635,5.23886323,awesomeapi,market_api,0.010146265122182863,5.132312806666667,5.1782213,5.136996840000001,0.034069167604656496,0.014267569443212752,5.26170106,-0.04185543426740594,MONITORAR
2025-12-13,USD-BRL,USD,BRL,5.26170106,5.26872808,5.28469679,5.24403017,awesomeapi,market_api,-0.0004185543426740157,5.24554571,5.193781798571428,5.148679381428572,0.03411277706646229,0.007728797120222496,5.22701946,-0.6591328470492748,AGUARDAR_QUEDA
2025-12-14,USD-BRL,USD,BRL,5.22701946,5.23116332,5.23989655,5.17686961,awesomeapi,market_api,-0.006591328470492708,5.2508749366666665,5.190582752857142,5.158162697142856,0.033563575418792436,0.012057911871634835,5.19326289,-0.6458091510529871,AGUARDAR_QUEDA
2025-12-15,USD-BRL,USD,BRL,5.19326289,5.19899791,5.23830389,5.15456978,awesomeapi,market_api,-0.006458091510529895,5.227327803333334,5.184739492857142,5.16635949,0.03363935070490823,0.016123603170799614,5.22483813,0.6080038825071005,COMPRAR_AGORA
2025-12-16,USD-BRL,USD,BRL,5.22483813,5.22895469,5.2426219,5.1804484,awesomeapi,market_api,0.006080038825071021,5.21504016,5.186251422857143,5.177697905714285,0.033691614093685825,0.011899603098325884,5.26072054,0.6867659649390926,COMPRAR_AGORA
2025-12-17,USD-BRL,USD,BRL,5.26072054,5.26543977,5.30967829,5.24430476,awesomeapi,market_api,0.006867659649390845,5.226273853333333,5.234639735714286,5.1897630235714285,0.022558523463394018,0.012426725484262192,5.28790169,0.5166811236850011,COMPRAR_AGORA
2025-12-18,USD-BRL,USD,BRL,5.28790169,5.29592113,5.33293236,5.26737379,awesomeapi,market_api,0.005166811236849922,5.25782012,5.245621151428572,5.202439862857142,0.006681329804583021,0.012397842063512401,5.26089727,-0.510683094791044,AGUARDAR_QUEDA
2025-12-19,USD-BRL,USD,BRL,5.26089727,5.26570736,5.31201294,5.23923931,awesomeapi,market_api,-0.0051068309479104235,5.269839833333333,5.245191577142857,5.211706438571428,0.006085567066635589,0.013832931202627243,5.27417246,0.25233699345738947,MONITORAR
2025-12-20,USD-BRL,USD,BRL,5.27417246,5.28021105,5.3029701,5.25294773,awesomeapi,market_api,0.002523369934573916,5.274323806666667,5.246973205714285,5.220377502142857,0.006158293211060288,0.00948440165341119,5.28230434,0.15418305073777672,MONITORAR
2025-12-21,USD-BRL,USD,BRL,5.28230434,5.29109244,5.32548609,5.2557526,awesomeapi,market_api,0.0015418305073777727,5.272458023333333,5.254871045714286,5.222726899285713,0.005342636982485108,0.013201338944434989,5.29502863,0.24088521185056172,MONITORAR
2025-12-22,USD-BRL,USD,BRL,5.29502863,5.30430917,5.31464459,5.28425618,awesomeapi,market_api,0.002408852118505722,5.2838351433333335,5.2694090085714285,5.227074250714286,0.004025642679664848,0.0057390454563038835,5.33716194,0.7957144888940788,COMPRAR_AGORA
2025-12-23,USD-BRL,USD,BRL,5.33716194,5.34440314,5.3902807,5.32483761,awesomeapi,market_api,0.007957144888940837,5.304831636666666,5.285455267142857,5.235853345000001,0.00433267336598817,0.012261777089716637,5.35024099,0.24505627048670703,MONITORAR
2025-12-24,USD-BRL,USD,BRL,5.35024099,5.35458537,5.38315202,5.30487348,awesomeapi,market_api,0.0024505627048669876,5.327477186666666,5.298243902857143,5.266441819285715,0.003992514966221845,0.014630843759432126,5.38405861,0.6320765749282755,COMPRAR_AGORA
2025-12-25,USD-BRL,USD,BRL,5.38405861,5.38746975,5.41185046,5.34111209,awesomeapi,market_api,0.006320765749282753,5.357153846666666,5.311980605714285,5.278800878571429,0.004145705650053326,0.01313848438956721,5.39011256,0.11244212662833708,MONITORAR
2025-12-26,USD-BRL,USD,BRL,5.39011256,5.39581161,5.40903558,5.37090238,awesomeapi,market_api,0.0011244212662833153,5.374804053333334,5.330439932857144,5.287815755000001,0.002599426619228226,0.007074657453906652,5.4063234,0.3007514188163705,COMPRAR_AGORA
2025-12-27,USD-BRL,USD,BRL,5.4063234,5.41235185,5.43787112,5.35823678,awesomeapi,market_api,0.0030075141881638068,5.39349819,5.349318638571428,5.298145922142857,0.002576214964351586,0.014729851344075949,5.43830694,0.5915950200093578,COMPRAR_AGORA
2025-12-28,USD-BRL,USD,BRL,5.43830694,5.44626524,5.4792205,5.38466404,awesomeapi,market_api,0.0059159502000936115,5.4115809666666665,5.371604724285715,5.313237885,0.00253973844130643,0.01738711349749608,5.3739401,-1.183582330128647,AGUARDAR_QUEDA
2025-12-29,USD-BRL,USD,BRL,5.3739401,5.3799469,5.4020288,5.32349613,awesomeapi,market_api,-0.011835823301286519,5.406190146666667,5.382877791428571,5.3261434,0.006617900239831779,0.014613610970468467,5.36229366,-0.21672068879220854,MONITORAR
2025-12-30,USD-BRL,USD,BRL,5.36229366,5.3669525,5.40432612,5.31919914,awesomeapi,market_api,-0.0021672068879220463,5.391513566666667,5.3864680371428575,5.335961652142857,0.006228096373292956,0.01587510595232863,5.34380358,-0.34481662460834733,AGUARDAR_QUEDA
2025-12-31,USD-BRL,USD,BRL,5.34380358,5.34725932,5.37450828,5.32454184,awesomeapi,market_api,-0.0034481662460834617,5.3600124466666665,5.385548407142857,5.341896155000001,0.006347781052693352,0.009350351159426316,5.31772335,-0.48804619424280377,AGUARDAR_QUEDA
2026-01-01,USD-BRL,USD,BRL,5.31772335,5.32186087,5.34809087,5.29477505,awesomeapi,market_api,-0.004880461942428083,5.34127353,5.376071941428572,5.344026273571429,0.00583444259289871,0.010026061246679917,5.30821149,-0.1788709072276189,MONITORAR
2026-01-02,USD-BRL,USD,BRL,5.30821149,5.31720408,5.35736998,5.26350698,awesomeapi,market_api,-0.00178870907227624,5.323246139999999,5.364371788571428,5.347405860714287,0.005697120333383001,0.017682603674858445,5.37858245,1.3257000052196486,COMPRAR_AGORA
2026-01-03,USD-BRL,USD,BRL,5.37858245,5.38341805,5.40113525,5.35686467,awesomeapi,market_api,0.013257000052196544,5.334839096666666,5.360408795714285,5.354863717142857,0.008071983958628865,0.008230901062044714,5.34195665,-0.6809563735515384,AGUARDAR_QUEDA
2026-01-04,USD-BRL,USD,BRL,5.34195665,5.34570968,5.3929744,5.31409096,awesomeapi,market_api,-0.006809563735515334,5.342916863333333,5.346644468571428,5.359124596428572,0.007758769437535179,0.014766769026476514,5.38886098,0.8780365149537367,COMPRAR_AGORA
2026-01-05,USD-BRL,USD,BRL,5.38886098,5.39337165,5.43613945,5.3608736,awesomeapi,market_api,0.008780365149537284,5.369800026666667,5.348776022857143,5.365826907142858,0.007545202760928886,0.013966931097190799,5.31474047,-1.3754392676873122,AGUARDAR_QUEDA
2026-01-06,USD-BRL,USD,BRL,5.31474047,5.3176778,5.33225537,5.27693139,awesomeapi,market_api,-0.013754392676873173,5.348519366666667,5.341982709999999,5.364225373571428,0.009279283823026516,0.010409535576061857,5.30253505,-0.22965222984820385,MONITORAR
2026-01-07,USD-BRL,USD,BRL,5.30253505,5.31141339,5.32208802,5.2530138,awesomeapi,market_api,-0.0022965222984819844,5.335378833333333,5.336087205714286,5.360817806428571,0.009243642433932404,0.013026640908295377,5.31278698,0.19334016471989013,MONITORAR
2026-01-08,USD-BRL,USD,BRL,5.31278698,5.32222512,5.35947068,5.29248528,awesomeapi,market_api,0.0019334016471987958,5.310020833333334,5.335382009999999,5.355726975714285,0.009133656850295824,0.012608335371278161,5.34218204,0.5532888879350418,COMPRAR_AGORA
2026-01-09,USD-BRL,USD,BRL,5.34218204,5.34525809,5.38993788,5.31842855,awesomeapi,market_api,0.005532888879350439,5.319168023333334,5.340234945714286,5.352303367142857,0.009324847734997659,0.013385790574819048,5.37741601,0.6595426688230221,COMPRAR_AGORA
2026-01-10,USD-BRL,USD,BRL,5.37741601,5.38509697,5.4208641,5.36114209,awesomeapi,market_api,0.00659542668823021,5.344128343333334,5.340068311428572,5.350238553571429,0.008121707631796017,0.011106079553625565,5.41663593,0.7293450967354087,COMPRAR_AGORA
2026-01-11,USD-BRL,USD,BRL,5.41663593,5.42568852,5.4681378,5.37423992,awesomeapi,market_api,0.00729345096735412,5.37874466,5.35073678,5.348690624285714,0.007897865005910004,0.017335091598079787,5.40355929,-0.2414162622149947,MONITORAR
2026-01-12,USD-BRL,USD,BRL,5.40355929,5.40983733,5.45226387,5.36995098,awesomeapi,market_api,-0.0024141626221499957,5.3992037433333335,5.352836538571428,5.350806280714286,0.0074177407083270185,0.015233087226845392,5.38529531,-0.33799906727773715,AGUARDAR_QUEDA
2026-01-13,USD-BRL,USD,BRL,5.38529531,5.39400418,5.43141524,5.34224083,awesomeapi,market_api,-0.0033799906727773887,5.4018301766666665,5.362915801428572,5.352449255714285,0.004626666588507615,0.016558870937757365,5.42753108,0.7842795532785659,COMPRAR_AGORA
2026-01-14,USD-BRL,USD,BRL,5.42753108,5.43258836,5.44350295,5.4063273,awesomeapi,market_api,0.007842795532785551,5.405461893333334,5.380772377142857,5.358429791428571,0.004682567080504766,0.006849458704527586,5.42169058,-0.10760878038122065,MONITORAR
2026-01-15,USD-BRL,USD,BRL,5.42169058,5.42849108,5.45444961,5.38557586,awesomeapi,market_api,-0.0010760878038121868,5.411505656666667,5.396330034285714,5.365856022142857,0.004963341143965263,0.012703371574554121,5.36588331,-1.0293333633952946,AGUARDAR_QUEDA
2026-01-16,USD-BRL,USD,BRL,5.36588331,5.37174636,5.41039402,5.31595253,awesomeapi,market_api,-0.010293333633952906,5.40503499,5.399715929999999,5.369975437857143,0.00682624405721408,0.017600362241198337,5.31714531,-0.9082940717173398,AGUARDAR_QUEDA
2026-01-17,USD-BRL,USD,BRL,5.31714531,5.32177169,5.35910921,5.27767202,awesomeapi,market_api,-0.009082940717173416,5.368239733333333,5.39110583,5.365587070714286,0.007117266216194827,0.015315960962518802,5.27851442,-0.7265344042290299,AGUARDAR_QUEDA
2026-01-18,USD-BRL,USD,BRL,5.27851442,5.28529539,5.29703272,5.23437623,awesomeapi,market_api,-0.007265344042290289,5.320514346666666,5.371374185714286,5.361055482857142,0.006151273393786437,0.011870099239020394,5.3037239,0.4775866464337519,COMPRAR_AGORA
2026-01-19,USD-BRL,USD,BRL,5.3037239,5.3140181,5.34495871,5.25417184,awesomeapi,market_api,0.004775866464337586,5.299794543333333,5.357111987142857,5.354974262857143,0.006944497741933857,0.01711757092031139,5.31306173,0.17606176671452783,MONITORAR
2026-01-20,USD-BRL,USD,BRL,5.31306173,5.32356182,5.33865159,5.27530824,awesomeapi,market_api,0.0017606176671451923,5.29843335,5.3467929042857145,5.354854352857144,0.007122705518763622,0.011922193495764137,5.34716694,0.6419125493578612,COMPRAR_AGORA
2026-01-21,USD-BRL,USD,BRL,5.34716694,5.35364182,5.40006663,5.33245976,awesomeapi,market_api,0.006419125493578592,5.321317523333334,5.335312312857142,5.358042345,0.006811487956451072,0.012643493415973383,5.33068886,-0.30816468206245545,AGUARDAR_QUEDA
2026-01-22,USD-BRL,USD,BRL,5.33068886,5.33665157,5.37868805,5.30791397,awesomeapi,market_api,-0.0030816468206245062,5.330305843333334,5.322312067142858,5.359321050714286,0.0068029803692959455,0.013276723113792768,5.34080431,0.18975877725491191,MONITORAR
2026-01-23,USD-BRL,USD,BRL,5.34080431,5.34978588,5.36784087,5.28825171,awesomeapi,market_api,0.0018975877725491141,5.33955337,5.318729352857143,5.3592226414285715,0.005951245152961705,0.014902092527707736,5.37214157,0.5867516984534473,COMPRAR_AGORA
2026-01-24,USD-BRL,USD,BRL,5.37214157,5.38194732,5.39583574,5.3282966,awesomeapi,market_api,0.005867516984534582,5.347878246666667,5.326585961428571,5.358845895714286,0.005034063380836557,0.012572107253681337,5.3609705,-0.20794444551468708,MONITORAR
2026-01-25,USD-BRL,USD,BRL,5.3609705,5.3663598,5.39769799,5.32200779,awesomeapi,market_api,-0.0020794444551468505,5.357972126666667,5.338365401428571,5.354869793571429,0.0037500465962221285,0.01411874958088286,5.38473348,0.44325892112259835,COMPRAR_AGORA
2026-01-26,USD-BRL,USD,BRL,5.38473348,5.39412657,5.39655624,5.36448008,awesomeapi,market_api,0.0044325892112260235,5.372615183333333,5.3499381985714285,5.353525092857143,0.003713158693848529,0.00595687049677339,5.35739858,-0.5076370093622627,AGUARDAR_QUEDA
2026-01-27,USD-BRL,USD,BRL,5.35739858,5.36579832,5.39226552,5.32544255,awesomeapi,market_api,-0.005076370093622606,5.367700853333333,5.356272034285714,5.351532469285714,0.0046267566671283405,0.012473025667617882,5.34381244,-0.2535958412860918,MONITORAR
2026-01-28,USD-BRL,USD,BRL,5.34381244,5.34692689,5.36938903,5.29614135,awesomeapi,market_api,-0.002535958412860917,5.3619815,5.3557928200000005,5.345552566428572,0.004156327412173743,0.013707008025154361,5.32941208,-0.2694772722973746,MONITORAR
2026-01-29,USD-BRL,USD,BRL,5.32941208,5.33232375,5.35697309,5.27845658,awesomeapi,market_api,-0.002694772722973693,5.3435410333333335,5.355610422857143,5.338961245,0.0041121335643778175,0.014732677605219081,5.27817172,-0.9614636517279862,AGUARDAR_QUEDA
2026-01-30,USD-BRL,USD,BRL,5.27817172,5.28121364,5.32038467,5.25673759,awesomeapi,market_api,-0.009614636517279895,5.3171320799999995,5.34666291,5.332696131428571,0.005334542065984247,0.012058546666609772,5.30292247,0.46892657747787003,COMPRAR_AGORA
2026-01-31,USD-BRL,USD,BRL,5.30292247,5.31246727,5.34517904,5.25474202,awesomeapi,market_api,0.004689265774778795,5.30350209,5.336774467142858,5.331680214285714,0.005068992000914529,0.017054184840835422,5.28468085,-0.34399182909420134,AGUARDAR_QUEDA
2026-02-01,USD-BRL,USD,BRL,5.28468085,5.28903483,5.31771191,5.24116594,awesomeapi,market_api,-0.0034399182909420345,5.28859168,5.325875945714286,5.3321206735714295,0.005105655901641794,0.014484501935438493,5.28814865,0.06561985668444163,MONITORAR
2026-02-02,USD-BRL,USD,BRL,5.28814865,5.29274167,5.30848672,5.27642241,awesomeapi,market_api,0.0006561985668445125,5.291917323333333,5.312078112857143,5.331008155714286,0.004468174093568979,0.006063428266147546,5.31266634,0.46363465974050677,COMPRAR_AGORA
2026-02-03,USD-BRL,USD,BRL,5.31266634,5.32296108,5.35346834,5.27502885,awesomeapi,market_api,0.004636346597405083,5.29516528,5.305687792857142,5.3309799135714275,0.005033769414699587,0.01476461817476007,5.33575261,0.43455147608611716,COMPRAR_AGORA
2026-02-04,USD-BRL,USD,BRL,5.33575261,5.34437515,5.36911656,5.30475685,awesomeapi,market_api,0.004345514760861091,5.3121892,5.304536388571429,5.330164604285714,0.005385880022848836,0.012061974140139105,5.36886509,0.6205774971264977,COMPRAR_AGORA
2026-02-05,USD-BRL,USD,BRL,5.36886509,5.37516974,5.40711027,5.34947124,awesomeapi,market_api,0.006205774971264955,5.33909468,5.310172532857143,5.332891477857143,0.005738686372425589,0.010735794070772731,5.36732354,-0.028712772143801076,MONITORAR
2026-02-06,USD-BRL,USD,BRL,5.36732354,5.37715695,5.41291369,5.34157913,awesomeapi,market_api,-0.00028712772143801857,5.357313746666667,5.3229085071428575,5.334785708571428,0.0034851368683172282,0.013290527293236265,5.35096375,-0.30480349988367006,AGUARDAR_QUEDA
2026-02-07,USD-BRL,USD,BRL,5.35096375,5.35828341,5.36770273,5.2986379,awesomeapi,market_api,-0.0030480349988366573,5.362384126666666,5.329771547142857,5.333273007142857,0.0038466120551400424,0.012906988951289437,5.35028094,-0.012760505058547847,MONITORAR
2026-02-08,USD-BRL,USD,BRL,5.35028094,5.36020217,5.40044079,5.32536305,awesomeapi,market_api,-0.00012760505058551086,5.35618941,5.339142988571429,5.332509467142858,0.003336964727836164,0.01403248555392686,5.27648803,-1.3792343024140314,AGUARDAR_QUEDA
2026-02-09,USD-BRL,USD,BRL,5.27648803,5.28046493,5.29598031,5.26213593,awesomeapi,market_api,-0.013792343024140341,5.3259109066666666,5.3374771857142855,5.324777649285714,0.006805612687576462,0.006414186824185721,5.21448689,-1.1750455918309068,AGUARDAR_QUEDA
2026-02-10,USD-BRL,USD,BRL,5.21448689,5.21803361,5.2278904,5.16276656,awesomeapi,market_api,-0.011750455918309033,5.28041862,5.32345155,5.314569671428572,0.007598627591661314,0.012489021714656195,5.15872866,-1.0692946626623787,AGUARDAR_QUEDA
2026-02-11,USD-BRL,USD,BRL,5.15872866,5.16188109,5.17451611,5.11427055,awesomeapi,market_api,-0.01069294662662379,5.2165678600000005,5.298162414285715,5.301349401428571,0.007419456423823541,0.01167837348514474,5.11783749,-0.7926598333628984,AGUARDAR_QUEDA
2026-02-12,USD-BRL,USD,BRL,5.11783749,5.12485077,5.1597799,5.08177058,awesomeapi,market_api,-0.007926598333628965,5.163684346666667,5.2623013285714295,5.286236930714286,0.005639734671242154,0.01524263327087404,5.13804313,0.3948081594908061,COMPRAR_AGORA
2026-02-13,USD-BRL,USD,BRL,5.13804313,5.14741113,5.174563,5.10630543,awesomeapi,market_api,0.003948081594908004,5.138203093333334,5.229546984285714,5.276227745714286,0.0066006483769118236,0.013284740566200756,5.10132373,-0.7146572940503899,AGUARDAR_QUEDA
2026-02-14,USD-BRL,USD,BRL,5.10132373,5.10932835,5.12978474,5.07699802,awesomeapi,market_api,-0.007146572940503915,5.119068116666667,5.193884124285715,5.261827835714286,0.006454773159016675,0.010347651471238875,5.08773186,-0.2664380995871429,MONITORAR
2026-02-15,USD-BRL,USD,BRL,5.08773186,5.09384466,5.104815,5.04513445,awesomeapi,market_api,-0.002664380995871407,5.109032906666666,5.156377112857143,5.247760050714285,0.0060790433486957035,0.011730286037519357,5.40405199,6.217311342347359,COMPRAR_AGORA
